player,position,age,club,league,market_value,appearances,goals,assists,yellow_cards,red_cards,minutes,club_id,logo_url
Félix Correia,Left Winger,25,LOSC Lille,Ligue1,10000000.0,46.0,5.0,6.0,4.0,0.0,2819.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Soriba Diaoune,Left Winger,18,LOSC Lille,Ligue1,5000000.0,17.0,1.0,2.0,0.0,0.0,261.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Ethan Mbappé,Right Winger,19,LOSC Lille,Ligue1,9000000.0,20.0,3.0,1.0,1.0,0.0,636.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Marius Broholm,Right Winger,21,LOSC Lille,Ligue1,6000000.0,14.0,2.0,1.0,0.0,0.0,462.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Gaëtan Perrin,Right Winger,29,LOSC Lille,Ligue1,6000000.0,13.0,1.0,0.0,1.0,0.0,492.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Noah Edjouma,Right Winger,20,LOSC Lille,Ligue1,5000000.0,18.0,0.0,0.0,0.0,0.0,446.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Hamza Igamane,Centre-Forward,23,LOSC Lille,Ligue1,18000000.0,18.0,9.0,2.0,3.0,0.0,750.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Olivier Giroud,Centre-Forward,39,LOSC Lille,Ligue1,1000000.0,43.0,11.0,1.0,3.0,0.0,2387.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Philipp Köhn,Goalkeeper,28,AS Monaco,Ligue1,4000000.0,29.0,0.0,0.0,1.0,0.0,2519.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Lukas Hradecky,Goalkeeper,36,AS Monaco,Ligue1,1800000.0,18.0,0.0,0.0,1.0,0.0,1531.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Jules Stawiecki,Goalkeeper,19,AS Monaco,Ligue1,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Yann Lienard,Goalkeeper,23,AS Monaco,Ligue1,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Thilo Kehrer,Centre-Back,29,AS Monaco,Ligue1,15000000.0,38.0,0.0,0.0,8.0,1.0,3216.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Christian Mawissa,Centre-Back,21,AS Monaco,Ligue1,15000000.0,20.0,0.0,0.0,5.0,0.0,1190.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Mohammed Salisu,Centre-Back,27,AS Monaco,Ligue1,10000000.0,18.0,1.0,0.0,5.0,0.0,1613.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Wout Faes,Centre-Back,28,AS Monaco,Ligue1,10000000.0,14.0,0.0,0.0,4.0,0.0,1199.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Eric Dier,Centre-Back,32,AS Monaco,Ligue1,5000000.0,13.0,2.0,0.0,0.0,0.0,1047.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Caio Henrique,Left-Back,28,AS Monaco,Ligue1,15000000.0,34.0,0.0,2.0,4.0,0.0,2523.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Kassoum Ouattara,Left-Back,21,AS Monaco,Ligue1,12000000.0,24.0,0.0,4.0,4.0,0.0,1363.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Vanderson,Right-Back,24,AS Monaco,Ligue1,20000000.0,23.0,0.0,2.0,6.0,0.0,1293.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Jordan Teze,Right-Back,26,AS Monaco,Ligue1,15000000.0,42.0,4.0,2.0,8.0,0.0,3183.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Denis Zakaria,Defensive Midfield,29,AS Monaco,Ligue1,25000000.0,31.0,2.0,3.0,9.0,1.0,2631.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Aladji Bamba,Defensive Midfield,19,AS Monaco,Ligue1,10000000.0,23.0,0.0,1.0,2.0,0.0,863.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Lamine Camara,Central Midfield,22,AS Monaco,Ligue1,35000000.0,29.0,1.0,4.0,7.0,0.0,2277.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Mamadou Coulibaly,Central Midfield,22,AS Monaco,Ligue1,15000000.0,34.0,3.0,6.0,7.0,1.0,1981.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Paul Pogba,Central Midfield,33,AS Monaco,Ligue1,3000000.0,6.0,0.0,0.0,0.0,0.0,115.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Krépin Diatta,Right Midfield,27,AS Monaco,Ligue1,6000000.0,22.0,0.0,2.0,3.0,0.0,1235.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Aleksandr Golovin,Attacking Midfield,29,AS Monaco,Ligue1,18000000.0,34.0,5.0,6.0,5.0,1.0,2295.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Stanis Idumbo,Attacking Midfield,20,AS Monaco,Ligue1,5000000.0,13.0,1.0,1.0,0.0,0.0,320.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Simon Adingra,Left Winger,24,AS Monaco,Ligue1,25000000.0,15.0,3.0,1.0,0.0,0.0,859.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Ansu Fati,Left Winger,23,AS Monaco,Ligue1,15000000.0,28.0,11.0,0.0,1.0,0.0,1199.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Takumi Minamino,Left Winger,31,AS Monaco,Ligue1,12000000.0,21.0,4.0,3.0,4.0,0.0,1312.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Maghnes Akliouche,Right Winger,24,AS Monaco,Ligue1,50000000.0,41.0,7.0,11.0,3.0,0.0,3268.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Folarin Balogun,Centre-Forward,24,AS Monaco,Ligue1,30000000.0,41.0,19.0,5.0,4.0,1.0,3087.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Mika Biereth,Centre-Forward,23,AS Monaco,Ligue1,18000000.0,41.0,5.0,2.0,2.0,0.0,1396.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Paris Brunner,Centre-Forward,20,AS Monaco,Ligue1,1500000.0,6.0,0.0,0.0,1.0,0.0,113.0,162,https://tmssl.akamaized.net/images/wappen/medium/162.png
Dominik Greif,Goalkeeper,29,Olympique Lyon,Ligue1,8000000.0,33.0,0.0,1.0,1.0,0.0,2970.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Rémy Descamps,Goalkeeper,29,Olympique Lyon,Ligue1,2000000.0,13.0,0.0,1.0,1.0,0.0,1170.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Lassine Diarra,Goalkeeper,23,Olympique Lyon,Ligue1,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Moussa Niakhaté,Centre-Back,30,Olympique Lyon,Ligue1,18000000.0,41.0,1.0,2.0,4.0,1.0,3497.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Ruben Kluivert,Centre-Back,24,Olympique Lyon,Ligue1,6000000.0,23.0,2.0,2.0,6.0,0.0,1350.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Clinton Mata,Centre-Back,33,Olympique Lyon,Ligue1,3000000.0,42.0,0.0,1.0,7.0,0.0,3652.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Noham Kamara,Centre-Back,19,Olympique Lyon,Ligue1,3000000.0,3.0,0.0,0.0,0.0,0.0,35.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Abner,Left-Back,25,Olympique Lyon,Ligue1,10000000.0,34.0,5.0,3.0,5.0,1.0,2633.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Nicolás Tagliafico,Left-Back,33,Olympique Lyon,Ligue1,5000000.0,30.0,0.0,3.0,7.0,1.0,2019.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Achraf Laâziri,Left-Back,22,Olympique Lyon,Ligue1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Ainsley Maitland-Niles,Right-Back,28,Olympique Lyon,Ligue1,10000000.0,40.0,2.0,4.0,6.0,0.0,3157.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Hans Hateboer,Right-Back,32,Olympique Lyon,Ligue1,2000000.0,18.0,0.0,0.0,0.0,1.0,907.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Steeve Kango,Right-Back,19,Olympique Lyon,Ligue1,800000.0,6.0,0.0,0.0,1.0,0.0,252.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Tyler Morton,Defensive Midfield,23,Olympique Lyon,Ligue1,25000000.0,42.0,2.0,3.0,9.0,1.0,3408.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Orel Mangala,Defensive Midfield,28,Olympique Lyon,Ligue1,10000000.0,13.0,0.0,0.0,0.0,0.0,438.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Tanner Tessmann,Defensive Midfield,24,Olympique Lyon,Ligue1,10000000.0,41.0,2.0,0.0,3.0,0.0,2546.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Mathys de Carvalho,Defensive Midfield,21,Olympique Lyon,Ligue1,4000000.0,20.0,0.0,1.0,2.0,0.0,887.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Corentin Tolisso,Central Midfield,31,Olympique Lyon,Ligue1,12000000.0,37.0,14.0,6.0,5.0,0.0,2815.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Khalis Merah,Central Midfield,19,Olympique Lyon,Ligue1,10000000.0,31.0,1.0,2.0,2.0,0.0,1631.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Pavel Sulc,Attacking Midfield,25,Olympique Lyon,Ligue1,20000000.0,36.0,14.0,7.0,4.0,0.0,2150.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Noah Nartey,Attacking Midfield,20,Olympique Lyon,Ligue1,15000000.0,14.0,2.0,0.0,0.0,0.0,835.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Adam Karabec,Attacking Midfield,22,Olympique Lyon,Ligue1,8000000.0,34.0,3.0,3.0,3.0,0.0,1549.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Malick Fofana,Left Winger,21,Olympique Lyon,Ligue1,30000000.0,14.0,2.0,1.0,1.0,0.0,901.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Afonso Moreira,Left Winger,21,Olympique Lyon,Ligue1,10000000.0,35.0,8.0,11.0,5.0,0.0,2103.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Rémi Himbert,Left Winger,18,Olympique Lyon,Ligue1,10000000.0,11.0,3.0,1.0,0.0,0.0,293.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Ernest Nuamah,Right Winger,22,Olympique Lyon,Ligue1,12000000.0,1.0,0.0,0.0,0.0,0.0,6.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Rachid Ghezzal,Right Winger,34,Olympique Lyon,Ligue1,700000.0,12.0,0.0,1.0,0.0,0.0,268.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Endrick,Centre-Forward,19,Olympique Lyon,Ligue1,35000000.0,22.0,8.0,7.0,3.0,1.0,1571.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Roman Yaremchuk,Centre-Forward,30,Olympique Lyon,Ligue1,2500000.0,12.0,5.0,1.0,0.0,0.0,659.0,1041,https://tmssl.akamaized.net/images/wappen/medium/1041.png
Mike Penders,Goalkeeper,20,RC Strasbourg Alsace,Ligue1,22000000.0,48.0,0.0,0.0,5.0,0.0,4271.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Stefan Bajic,Goalkeeper,24,RC Strasbourg Alsace,Ligue1,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Karl-Johan Johnsson,Goalkeeper,36,RC Strasbourg Alsace,Ligue1,250000.0,2.0,0.0,0.0,0.0,0.0,139.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Ismaël Doukouré,Centre-Back,22,RC Strasbourg Alsace,Ligue1,20000000.0,40.0,2.0,2.0,6.0,2.0,3189.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Lucas Høgsberg,Centre-Back,19,RC Strasbourg Alsace,Ligue1,15000000.0,36.0,0.0,0.0,2.0,0.0,2797.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Aarón Anselmino,Centre-Back,21,RC Strasbourg Alsace,Ligue1,12000000.0,13.0,1.0,1.0,1.0,0.0,600.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Andrew Omobamidele,Centre-Back,23,RC Strasbourg Alsace,Ligue1,7000000.0,38.0,1.0,0.0,7.0,0.0,2252.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Ben Chilwell,Left-Back,29,RC Strasbourg Alsace,Ligue1,12000000.0,33.0,0.0,3.0,5.0,0.0,2557.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Guéla Doué,Right-Back,23,RC Strasbourg Alsace,Ligue1,18000000.0,30.0,2.0,7.0,7.0,0.0,2460.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Abdoul Ouattara,Right-Back,20,RC Strasbourg Alsace,Ligue1,15000000.0,39.0,4.0,1.0,2.0,0.0,2460.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Junior Mwanga,Defensive Midfield,23,RC Strasbourg Alsace,Ligue1,6000000.0,25.0,1.0,1.0,3.0,1.0,2007.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Maxi Oyedele,Defensive Midfield,21,RC Strasbourg Alsace,Ligue1,4000000.0,13.0,1.0,0.0,3.0,0.0,581.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Rafael Luís,Defensive Midfield,21,RC Strasbourg Alsace,Ligue1,4000000.0,17.0,0.0,2.0,1.0,0.0,821.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Valentín Barco,Central Midfield,21,RC Strasbourg Alsace,Ligue1,35000000.0,40.0,2.0,9.0,8.0,1.0,3120.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Samir El Mourabet,Central Midfield,20,RC Strasbourg Alsace,Ligue1,18000000.0,45.0,2.0,3.0,7.0,0.0,2981.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Mathis Amougou,Central Midfield,20,RC Strasbourg Alsace,Ligue1,10000000.0,18.0,0.0,0.0,3.0,0.0,719.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Diego Moreira,Left Midfield,21,RC Strasbourg Alsace,Ligue1,25000000.0,39.0,4.0,7.0,9.0,0.0,2680.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Sebastian Nanasi,Left Midfield,24,RC Strasbourg Alsace,Ligue1,12000000.0,31.0,7.0,4.0,1.0,0.0,1529.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Julio Enciso,Attacking Midfield,22,RC Strasbourg Alsace,Ligue1,22000000.0,38.0,11.0,5.0,2.0,0.0,2607.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Martial Godo,Left Winger,23,RC Strasbourg Alsace,Ligue1,18000000.0,40.0,14.0,6.0,4.0,0.0,2443.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Gessime Yassine,Right Winger,20,RC Strasbourg Alsace,Ligue1,10000000.0,18.0,0.0,2.0,1.0,0.0,785.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Samuel Amo-Ameyaw,Right Winger,19,RC Strasbourg Alsace,Ligue1,8000000.0,36.0,2.0,4.0,3.0,0.0,1601.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Joaquín Panichelli,Centre-Forward,23,RC Strasbourg Alsace,Ligue1,35000000.0,39.0,20.0,4.0,3.0,0.0,2932.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Emmanuel Emegha,Centre-Forward,23,RC Strasbourg Alsace,Ligue1,28000000.0,18.0,8.0,2.0,5.0,0.0,896.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
David Datro Fofana,Centre-Forward,23,RC Strasbourg Alsace,Ligue1,5000000.0,9.0,0.0,1.0,0.0,0.0,210.0,667,https://tmssl.akamaized.net/images/wappen/medium/667.png
Robin Risser,Goalkeeper,21,RC Lens,Ligue1,25000000.0,35.0,0.0,1.0,3.0,0.0,3150.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Mathieu Gorgelin,Goalkeeper,35,RC Lens,Ligue1,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Régis Gurtner,Goalkeeper,39,RC Lens,Ligue1,100000.0,1.0,0.0,0.0,0.0,0.0,90.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Samson Baidoo,Centre-Back,22,RC Lens,Ligue1,25000000.0,24.0,2.0,2.0,2.0,0.0,1921.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Malang Sarr,Centre-Back,27,RC Lens,Ligue1,15000000.0,35.0,0.0,1.0,3.0,0.0,3150.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Ismaëlo Ganiou,Centre-Back,21,RC Lens,Ligue1,10000000.0,25.0,3.0,0.0,2.0,0.0,2220.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Nidal Celik,Centre-Back,19,RC Lens,Ligue1,4000000.0,8.0,0.0,0.0,2.0,0.0,618.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Jonathan Gradit,Centre-Back,33,RC Lens,Ligue1,3000000.0,10.0,0.0,0.0,2.0,1.0,809.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Kyllian Antonio,Centre-Back,18,RC Lens,Ligue1,1500000.0,4.0,0.0,0.0,1.0,0.0,223.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Matthieu Udol,Left-Back,30,RC Lens,Ligue1,6000000.0,36.0,3.0,9.0,3.0,0.0,3160.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Arthur Masuaku,Left-Back,32,RC Lens,Ligue1,2500000.0,5.0,0.0,0.0,1.0,1.0,174.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Saud Abdulhamid,Right-Back,26,RC Lens,Ligue1,5000000.0,29.0,3.0,8.0,3.0,1.0,1703.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Ruben Aguilar,Right-Back,33,RC Lens,Ligue1,3000000.0,26.0,2.0,2.0,3.0,0.0,1617.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Fodé Sylla,Defensive Midfield,20,RC Lens,Ligue1,1000000.0,4.0,0.0,0.0,0.0,0.0,86.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Mamadou Sangaré,Central Midfield,23,RC Lens,Ligue1,30000000.0,31.0,3.0,4.0,5.0,0.0,2462.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Amadou Haidara,Central Midfield,28,RC Lens,Ligue1,6000000.0,8.0,1.0,0.0,0.0,0.0,199.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Andrija Bulatovic,Central Midfield,19,RC Lens,Ligue1,5000000.0,19.0,2.0,2.0,1.0,0.0,751.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Adrien Thomasson,Central Midfield,32,RC Lens,Ligue1,4500000.0,33.0,4.0,10.0,11.0,0.0,2842.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Allan Saint-Maximin,Left Winger,29,RC Lens,Ligue1,10000000.0,11.0,4.0,3.0,2.0,0.0,466.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Abdallah Sima,Left Winger,24,RC Lens,Ligue1,4000000.0,23.0,6.0,3.0,2.0,0.0,764.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Anthony Bermont,Left Winger,21,RC Lens,Ligue1,1000000.0,10.0,0.0,0.0,1.0,0.0,154.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Florian Thauvin,Right Winger,33,RC Lens,Ligue1,5000000.0,34.0,12.0,8.0,6.0,0.0,2546.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Erawan Garnier,Right Winger,20,RC Lens,Ligue1,200000.0,1.0,0.0,0.0,0.0,0.0,6.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Wesley Saïd,Second Striker,31,RC Lens,Ligue1,6000000.0,30.0,10.0,2.0,3.0,0.0,1942.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Odsonne Édouard,Centre-Forward,28,RC Lens,Ligue1,12000000.0,33.0,13.0,3.0,2.0,0.0,1968.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Rayan Fofana,Centre-Forward,20,RC Lens,Ligue1,7000000.0,28.0,6.0,1.0,0.0,0.0,906.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Florian Sotoca,Centre-Forward,35,RC Lens,Ligue1,1500000.0,26.0,1.0,1.0,1.0,0.0,590.0,826,https://tmssl.akamaized.net/images/wappen/medium/826.png
Guillaume Restes,Goalkeeper,21,FC Toulouse,Ligue1,18000000.0,32.0,0.0,0.0,3.0,0.0,2850.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Kjetil Haug,Goalkeeper,27,FC Toulouse,Ligue1,500000.0,6.0,0.0,0.0,2.0,0.0,480.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Álex Domínguez,Goalkeeper,27,FC Toulouse,Ligue1,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Charlie Cresswell,Centre-Back,23,FC Toulouse,Ligue1,25000000.0,31.0,4.0,3.0,7.0,0.0,2688.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Mark McKenzie,Centre-Back,27,FC Toulouse,Ligue1,6000000.0,32.0,0.0,2.0,6.0,1.0,2675.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Rasmus Nicolaisen,Centre-Back,29,FC Toulouse,Ligue1,5000000.0,34.0,1.0,1.0,3.0,0.0,2748.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Seny Koumbassa,Centre-Back,18,FC Toulouse,Ligue1,1000000.0,12.0,1.0,0.0,1.0,0.0,786.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Dayann Methalie,Left-Back,20,FC Toulouse,Ligue1,12000000.0,29.0,1.0,2.0,9.0,0.0,2018.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Warren Kamanzi,Right-Back,25,FC Toulouse,Ligue1,1500000.0,27.0,0.0,2.0,1.0,0.0,1009.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Rafik Messali,Right-Back,23,FC Toulouse,Ligue1,1500000.0,14.0,0.0,0.0,3.0,0.0,667.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Djibril Sidibé,Right-Back,33,FC Toulouse,Ligue1,1000000.0,34.0,3.0,4.0,1.0,0.0,2296.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Alexis Vossah,Central Midfield,18,FC Toulouse,Ligue1,15000000.0,24.0,1.0,1.0,4.0,1.0,1148.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Cristian Cásseres Jr.,Central Midfield,26,FC Toulouse,Ligue1,9000000.0,33.0,2.0,5.0,7.0,0.0,2764.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Pape Demba Diop,Central Midfield,22,FC Toulouse,Ligue1,8000000.0,18.0,1.0,2.0,4.0,0.0,1417.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Abu Francis,Central Midfield,25,FC Toulouse,Ligue1,2000000.0,8.0,0.0,0.0,2.0,0.0,532.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Mario Sauer,Central Midfield,22,FC Toulouse,Ligue1,1800000.0,29.0,1.0,0.0,5.0,0.0,897.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Aron Dønnum,Right Midfield,28,FC Toulouse,Ligue1,5000000.0,31.0,5.0,5.0,8.0,0.0,2705.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Yann Gboho,Left Winger,25,FC Toulouse,Ligue1,15000000.0,34.0,10.0,2.0,1.0,1.0,2880.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Emersonn,Centre-Forward,21,FC Toulouse,Ligue1,5000000.0,30.0,7.0,3.0,6.0,1.0,1828.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Frank Magri,Centre-Forward,26,FC Toulouse,Ligue1,4000000.0,17.0,5.0,1.0,3.0,0.0,1264.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Santiago Hidalgo,Centre-Forward,21,FC Toulouse,Ligue1,4000000.0,31.0,6.0,5.0,5.0,0.0,1449.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Jacen Russell-Rowe,Centre-Forward,23,FC Toulouse,Ligue1,3500000.0,14.0,1.0,0.0,0.0,0.0,441.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Julián Vignolo,Centre-Forward,19,FC Toulouse,Ligue1,2000000.0,15.0,2.0,0.0,0.0,0.0,311.0,415,https://tmssl.akamaized.net/images/wappen/medium/415.png
Anthony Lopes,Goalkeeper,35,FC Nantes,Ligue1,1000000.0,31.0,0.0,0.0,4.0,0.0,2789.0,995,https://tmssl.akamaized.net/images/wappen/medium/995.png
Patrik Carlgren,Goalkeeper,34,FC Nantes,Ligue1,500000.0,4.0,0.0,0.0,0.0,0.0,271.0,995,https://tmssl.akamaized.net/images/wappen/medium/995.png
Alexis Mirbach,Goalkeeper,21,FC Nantes,Ligue1,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,995,https://tmssl.akamaized.net/images/wappen/medium/995.png
Tylel Tati,Centre-Back,18,FC Nantes,Ligue1,25000000.0,21.0,0.0,0.0,5.0,1.0,1781.0,995,https://tmssl.akamaized.net/images/wappen/medium/995.png
Nicolas Cozza,Centre-Back,27,FC Nantes,Ligue1,3000000.0,30.0,0.0,1.0,2.0,0.0,2393.0,995,https://tmssl.akamaized.net/images/wappen/medium/995.png
Abakar Sylla,Centre-Back,23,FC Nantes,Ligue1,3000000.0,4.0,0.0,0.0,1.0,0.0,110.0,995,https://tmssl.akamaized.net/images/wappen/medium/995.png
Chidozie Awaziem,Centre-Back,29,FC Nantes,Ligue1,3000000.0,25.0,1.0,2.0,7.0,0.0,2142.0,995,https://tmssl.akamaized.net/images/wappen/medium/995.png
Ali Youssif,Centre-Back,24,FC Nantes,Ligue1,1500000.0,12.0,0.0,0.0,3.0,0.0,944.0,995,https://tmssl.akamaized.net/images/wappen/medium/995.png
