player,position,age,club,league,market_value,appearances,goals,assists,yellow_cards,red_cards,minutes,club_id,logo_url
Kristian Thorstvedt,Central Midfield,27,US Sassuolo,SerieA,10000000.0,30.0,3.0,4.0,7.0,0.0,2209.0,6574,https://tmssl.akamaized.net/images/wappen/medium/6574.png
Aster Vranckx,Central Midfield,23,US Sassuolo,SerieA,7000000.0,16.0,0.0,0.0,2.0,0.0,692.0,6574,https://tmssl.akamaized.net/images/wappen/medium/6574.png
Edoardo Iannoni,Central Midfield,25,US Sassuolo,SerieA,800000.0,17.0,1.0,0.0,3.0,0.0,344.0,6574,https://tmssl.akamaized.net/images/wappen/medium/6574.png
Cristian Volpato,Attacking Midfield,22,US Sassuolo,SerieA,10000000.0,23.0,2.0,4.0,4.0,0.0,1075.0,6574,https://tmssl.akamaized.net/images/wappen/medium/6574.png
Darryl Bakola,Attacking Midfield,18,US Sassuolo,SerieA,8000000.0,14.0,0.0,2.0,1.0,0.0,252.0,6574,https://tmssl.akamaized.net/images/wappen/medium/6574.png
Armand Laurienté,Left Winger,27,US Sassuolo,SerieA,18000000.0,36.0,6.0,9.0,4.0,0.0,2438.0,6574,https://tmssl.akamaized.net/images/wappen/medium/6574.png
Alieu Fadera,Left Winger,24,US Sassuolo,SerieA,4500000.0,30.0,2.0,2.0,5.0,0.0,1106.0,6574,https://tmssl.akamaized.net/images/wappen/medium/6574.png
Domenico Berardi,Right Winger,31,US Sassuolo,SerieA,7500000.0,24.0,8.0,6.0,2.0,1.0,1872.0,6574,https://tmssl.akamaized.net/images/wappen/medium/6574.png
Andrea Pinamonti,Centre-Forward,27,US Sassuolo,SerieA,15000000.0,34.0,8.0,4.0,2.0,1.0,2413.0,6574,https://tmssl.akamaized.net/images/wappen/medium/6574.png
M'Bala Nzola,Centre-Forward,29,US Sassuolo,SerieA,4500000.0,11.0,1.0,1.0,1.0,0.0,365.0,6574,https://tmssl.akamaized.net/images/wappen/medium/6574.png
Luca Moro,Centre-Forward,25,US Sassuolo,SerieA,2000000.0,15.0,0.0,0.0,1.0,0.0,221.0,6574,https://tmssl.akamaized.net/images/wappen/medium/6574.png
Zion Suzuki,Goalkeeper,23,Parma Calcio 1913,SerieA,20000000.0,20.0,0.0,0.0,1.0,0.0,1800.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Edoardo Corvi,Goalkeeper,25,Parma Calcio 1913,SerieA,1500000.0,16.0,0.0,0.0,1.0,0.0,1440.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Filippo Rinaldi,Goalkeeper,23,Parma Calcio 1913,SerieA,600000.0,1.0,0.0,0.0,1.0,0.0,90.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Alessandro Circati,Centre-Back,22,Parma Calcio 1913,SerieA,10000000.0,30.0,1.0,1.0,6.0,0.0,2531.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Mariano Troilo,Centre-Back,22,Parma Calcio 1913,SerieA,7500000.0,20.0,1.0,0.0,5.0,1.0,1538.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Abdoulaye Ndiaye,Centre-Back,24,Parma Calcio 1913,SerieA,6500000.0,11.0,0.0,0.0,3.0,0.0,841.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Lautaro Valenti,Centre-Back,27,Parma Calcio 1913,SerieA,1500000.0,25.0,0.0,0.0,6.0,0.0,2100.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Emanuele Valeri,Left-Back,27,Parma Calcio 1913,SerieA,3000000.0,32.0,0.0,4.0,2.0,0.0,2567.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Franco Carboni,Left-Back,23,Parma Calcio 1913,SerieA,900000.0,4.0,0.0,0.0,0.0,0.0,10.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Sascha Britschgi,Right-Back,19,Parma Calcio 1913,SerieA,10000000.0,29.0,1.0,2.0,4.0,0.0,2189.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Enrico Delprato,Right-Back,26,Parma Calcio 1913,SerieA,6000000.0,36.0,2.0,0.0,5.0,0.0,3015.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Mandela Keita,Defensive Midfield,24,Parma Calcio 1913,SerieA,18000000.0,37.0,0.0,1.0,2.0,0.0,2914.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Hans Nicolussi Caviglia,Defensive Midfield,25,Parma Calcio 1913,SerieA,6000000.0,28.0,0.0,3.0,4.0,0.0,1604.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Nahuel Estévez,Defensive Midfield,30,Parma Calcio 1913,SerieA,1500000.0,33.0,0.0,0.0,3.0,0.0,1135.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Adrián Bernabé,Central Midfield,24,Parma Calcio 1913,SerieA,15000000.0,34.0,3.0,2.0,1.0,0.0,2566.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Oliver Sørensen,Central Midfield,24,Parma Calcio 1913,SerieA,7500000.0,34.0,1.0,1.0,2.0,0.0,1870.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Christian Ordóñez,Central Midfield,21,Parma Calcio 1913,SerieA,6500000.0,28.0,1.0,0.0,3.0,0.0,1100.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Benja Cremaschi,Central Midfield,21,Parma Calcio 1913,SerieA,4500000.0,9.0,0.0,0.0,1.0,0.0,215.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Gaetano Oristanio,Attacking Midfield,23,Parma Calcio 1913,SerieA,6000000.0,21.0,1.0,0.0,1.0,0.0,903.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Jacob Ondrejka,Left Winger,23,Parma Calcio 1913,SerieA,6500000.0,17.0,0.0,0.0,2.0,0.0,821.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Gabriel Strefezza,Right Winger,29,Parma Calcio 1913,SerieA,7000000.0,12.0,1.0,2.0,2.0,0.0,904.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Pontus Almqvist,Right Winger,26,Parma Calcio 1913,SerieA,2000000.0,12.0,0.0,0.0,0.0,0.0,502.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Mateo Pellegrino,Centre-Forward,24,Parma Calcio 1913,SerieA,15000000.0,36.0,11.0,1.0,5.0,0.0,2947.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Matija Frigan,Centre-Forward,23,Parma Calcio 1913,SerieA,7500000.0,1.0,0.0,0.0,0.0,0.0,11.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Nesta Elphege,Centre-Forward,25,Parma Calcio 1913,SerieA,2000000.0,7.0,2.0,1.0,0.0,0.0,201.0,130,https://tmssl.akamaized.net/images/wappen/medium/130.png
Justin Bijlow,Goalkeeper,28,Genoa CFC,SerieA,4000000.0,14.0,0.0,0.0,0.0,0.0,1215.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Nicola Leali,Goalkeeper,33,Genoa CFC,SerieA,1500000.0,23.0,0.0,0.0,2.0,1.0,1938.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Benjamin Siegrist,Goalkeeper,34,Genoa CFC,SerieA,600000.0,1.0,0.0,0.0,0.0,0.0,90.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Ernestas Lysionok,Goalkeeper,19,Genoa CFC,SerieA,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Daniele Sommariva,Goalkeeper,28,Genoa CFC,SerieA,100000.0,2.0,0.0,0.0,0.0,0.0,175.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Johan Vásquez,Centre-Back,27,Genoa CFC,SerieA,13000000.0,38.0,0.0,0.0,2.0,0.0,3397.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Leo Østigård,Centre-Back,26,Genoa CFC,SerieA,10000000.0,30.0,5.0,1.0,7.0,0.0,2555.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Alessandro Marcandalli,Centre-Back,23,Genoa CFC,SerieA,7000000.0,32.0,1.0,2.0,4.0,0.0,2549.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Nils Zätterström,Centre-Back,21,Genoa CFC,SerieA,3000000.0,1.0,0.0,0.0,0.0,0.0,1.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Sebastian Otoa,Centre-Back,22,Genoa CFC,SerieA,2500000.0,12.0,0.0,0.0,1.0,0.0,739.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Aarón Martín,Left-Back,29,Genoa CFC,SerieA,7000000.0,32.0,1.0,6.0,2.0,0.0,2209.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Brooke Norton-Cuffy,Right-Back,22,Genoa CFC,SerieA,16000000.0,28.0,2.0,1.0,3.0,0.0,2353.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Stefano Sabelli,Right-Back,33,Genoa CFC,SerieA,1400000.0,16.0,0.0,0.0,1.0,0.0,949.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Morten Frendrup,Defensive Midfield,25,Genoa CFC,SerieA,18000000.0,36.0,2.0,0.0,5.0,0.0,3046.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Jean Onana,Defensive Midfield,26,Genoa CFC,SerieA,1300000.0,4.0,0.0,0.0,0.0,0.0,61.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Amorim,Central Midfield,21,Genoa CFC,SerieA,6500000.0,8.0,0.0,0.0,1.0,0.0,313.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Mikael Egill Ellertsson,Central Midfield,24,Genoa CFC,SerieA,6000000.0,34.0,1.0,2.0,1.0,1.0,2588.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Patrizio Masini,Central Midfield,25,Genoa CFC,SerieA,5000000.0,29.0,0.0,1.0,5.0,0.0,1513.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Ruslan Malinovskyi,Central Midfield,33,Genoa CFC,SerieA,2500000.0,33.0,6.0,3.0,10.0,0.0,2173.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Tommaso Baldanzi,Attacking Midfield,23,Genoa CFC,SerieA,9000000.0,17.0,1.0,2.0,2.0,0.0,720.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Maxwel Cornet,Left Winger,29,Genoa CFC,SerieA,2500000.0,8.0,0.0,0.0,0.0,0.0,112.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Junior Messias,Right Winger,35,Genoa CFC,SerieA,1200000.0,22.0,3.0,1.0,1.0,0.0,751.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Jeff Ekhator,Centre-Forward,19,Genoa CFC,SerieA,13000000.0,30.0,4.0,0.0,3.0,0.0,948.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Lorenzo Colombo,Centre-Forward,24,Genoa CFC,SerieA,10000000.0,37.0,7.0,3.0,2.0,0.0,2242.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Vitinha,Centre-Forward,26,Genoa CFC,SerieA,8000000.0,80.0,12.0,12.0,7.0,0.0,5831.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Caleb Ekuban,Centre-Forward,32,Genoa CFC,SerieA,1300000.0,30.0,4.0,1.0,0.0,0.0,957.0,252,https://tmssl.akamaized.net/images/wappen/medium/252.png
Lucas Chevalier,Goalkeeper,24,Paris Saint-Germain,Ligue1,30000000.0,26.0,0.0,0.0,0.0,0.0,2340.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Matvey Safonov,Goalkeeper,27,Paris Saint-Germain,Ligue1,22000000.0,23.0,0.0,1.0,1.0,0.0,2100.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Renato Marin,Goalkeeper,19,Paris Saint-Germain,Ligue1,500000.0,2.0,0.0,0.0,0.0,0.0,180.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Willian Pacho,Centre-Back,24,Paris Saint-Germain,Ligue1,70000000.0,42.0,2.0,1.0,2.0,0.0,3629.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Ilya Zabarnyi,Centre-Back,23,Paris Saint-Germain,Ligue1,45000000.0,33.0,1.0,0.0,6.0,1.0,2495.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Marquinhos,Centre-Back,32,Paris Saint-Germain,Ligue1,30000000.0,28.0,2.0,0.0,1.0,0.0,2294.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Lucas Beraldo,Centre-Back,22,Paris Saint-Germain,Ligue1,20000000.0,20.0,2.0,1.0,2.0,0.0,1490.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Nuno Mendes,Left-Back,23,Paris Saint-Germain,Ligue1,75000000.0,39.0,6.0,7.0,3.0,0.0,2774.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Lucas Hernández,Left-Back,30,Paris Saint-Germain,Ligue1,20000000.0,33.0,0.0,2.0,4.0,1.0,1906.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Achraf Hakimi,Right-Back,27,Paris Saint-Germain,Ligue1,80000000.0,31.0,3.0,9.0,5.0,1.0,2499.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
João Neves,Central Midfield,21,Paris Saint-Germain,Ligue1,110000000.0,33.0,7.0,4.0,0.0,0.0,2372.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Warren Zaïre-Emery,Central Midfield,20,Paris Saint-Germain,Ligue1,60000000.0,51.0,3.0,5.0,5.0,0.0,4051.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Fabián Ruiz,Central Midfield,30,Paris Saint-Germain,Ligue1,40000000.0,29.0,2.0,4.0,3.0,0.0,1771.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Senny Mayulu,Central Midfield,20,Paris Saint-Germain,Ligue1,40000000.0,37.0,6.0,5.0,2.0,0.0,2092.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Kang-in Lee,Attacking Midfield,25,Paris Saint-Germain,Ligue1,28000000.0,37.0,4.0,5.0,3.0,0.0,1758.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Dro Fernández,Attacking Midfield,18,Paris Saint-Germain,Ligue1,10000000.0,15.0,1.0,1.0,0.0,0.0,608.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Khvicha Kvaratskhelia,Left Winger,25,Paris Saint-Germain,Ligue1,90000000.0,43.0,18.0,9.0,3.0,0.0,2576.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Bradley Barcola,Left Winger,23,Paris Saint-Germain,Ligue1,70000000.0,44.0,12.0,7.0,3.0,0.0,2737.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Quentin Ndjantou,Left Winger,18,Paris Saint-Germain,Ligue1,7000000.0,15.0,1.0,2.0,1.0,0.0,517.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Désiré Doué,Right Winger,20,Paris Saint-Germain,Ligue1,90000000.0,37.0,12.0,10.0,1.0,0.0,2235.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Ibrahim Mbaye,Right Winger,18,Paris Saint-Germain,Ligue1,30000000.0,28.0,2.0,2.0,0.0,0.0,1107.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Ousmane Dembélé,Centre-Forward,29,Paris Saint-Germain,Ligue1,100000000.0,35.0,18.0,10.0,1.0,0.0,1913.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Gonçalo Ramos,Centre-Forward,24,Paris Saint-Germain,Ligue1,35000000.0,41.0,12.0,2.0,2.0,0.0,1534.0,583,https://tmssl.akamaized.net/images/wappen/medium/583.png
Gerónimo Rulli,Goalkeeper,33,Olympique Marseille,Ligue1,8000000.0,37.0,0.0,0.0,3.0,0.0,3330.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Jeffrey de Lange,Goalkeeper,28,Olympique Marseille,Ligue1,3000000.0,8.0,0.0,0.0,0.0,0.0,720.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Nayef Aguerd,Centre-Back,30,Olympique Marseille,Ligue1,20000000.0,22.0,1.0,0.0,5.0,0.0,1939.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Leonardo Balerdi,Centre-Back,27,Olympique Marseille,Ligue1,18000000.0,34.0,1.0,1.0,8.0,0.0,2673.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Facundo Medina,Centre-Back,26,Olympique Marseille,Ligue1,18000000.0,24.0,0.0,1.0,9.0,0.0,1835.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Benjamin Pavard,Centre-Back,30,Olympique Marseille,Ligue1,15000000.0,36.0,1.0,3.0,8.0,0.0,2729.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
CJ Egan-Riley,Centre-Back,23,Olympique Marseille,Ligue1,10000000.0,16.0,1.0,0.0,1.0,1.0,821.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Emerson,Left-Back,31,Olympique Marseille,Ligue1,10000000.0,35.0,0.0,3.0,4.0,0.0,2633.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Arthur Vermeeren,Defensive Midfield,21,Olympique Marseille,Ligue1,22000000.0,24.0,0.0,2.0,2.0,1.0,1169.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Pierre-Emile Højbjerg,Defensive Midfield,30,Olympique Marseille,Ligue1,18000000.0,41.0,4.0,4.0,6.0,0.0,3471.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Geoffrey Kondogbia,Defensive Midfield,33,Olympique Marseille,Ligue1,4000000.0,17.0,0.0,1.0,4.0,0.0,1020.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Tochukwu Nnadi,Defensive Midfield,22,Olympique Marseille,Ligue1,3000000.0,6.0,0.0,1.0,0.0,0.0,204.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Quinten Timber,Central Midfield,24,Olympique Marseille,Ligue1,25000000.0,14.0,0.0,0.0,3.0,0.0,1087.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Bilal Nadir,Central Midfield,22,Olympique Marseille,Ligue1,9000000.0,28.0,1.0,5.0,4.0,0.0,862.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Timothy Weah,Right Midfield,26,Olympique Marseille,Ligue1,20000000.0,40.0,3.0,4.0,7.0,0.0,3051.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Ethan Nwaneri,Attacking Midfield,19,Olympique Marseille,Ligue1,40000000.0,23.0,3.0,1.0,3.0,0.0,927.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Himad Abdelli,Attacking Midfield,26,Olympique Marseille,Ligue1,7000000.0,22.0,2.0,0.0,3.0,0.0,1126.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Igor Paixão,Left Winger,25,Olympique Marseille,Ligue1,35000000.0,40.0,12.0,7.0,3.0,0.0,2619.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Hamed Traoré,Left Winger,26,Olympique Marseille,Ligue1,15000000.0,20.0,3.0,3.0,1.0,0.0,849.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Mason Greenwood,Right Winger,24,Olympique Marseille,Ligue1,55000000.0,43.0,25.0,10.0,6.0,0.0,3400.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Amine Gouiri,Centre-Forward,26,Olympique Marseille,Ligue1,28000000.0,26.0,10.0,5.0,1.0,0.0,1525.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Pierre-Emerick Aubameyang,Centre-Forward,36,Olympique Marseille,Ligue1,3000000.0,40.0,13.0,10.0,2.0,0.0,2672.0,244,https://tmssl.akamaized.net/images/wappen/medium/244.png
Brice Samba,Goalkeeper,32,Stade Rennais FC,Ligue1,8000000.0,33.0,0.0,0.0,5.0,0.0,2970.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Mathys Silistrie,Goalkeeper,20,Stade Rennais FC,Ligue1,200000.0,2.0,0.0,0.0,0.0,0.0,180.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Jérémy Jacquet,Centre-Back,20,Stade Rennais FC,Ligue1,55000000.0,21.0,0.0,0.0,4.0,0.0,1853.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Lilian Brassier,Centre-Back,26,Stade Rennais FC,Ligue1,12000000.0,30.0,0.0,1.0,2.0,0.0,2369.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Anthony Rouault,Centre-Back,24,Stade Rennais FC,Ligue1,12000000.0,22.0,1.0,1.0,5.0,0.0,1813.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Abdelhamid Ait Boudlal,Centre-Back,20,Stade Rennais FC,Ligue1,10000000.0,19.0,2.0,1.0,4.0,1.0,1301.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Alidu Seidu,Centre-Back,25,Stade Rennais FC,Ligue1,6000000.0,23.0,0.0,1.0,2.0,0.0,1393.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Quentin Merlin,Left-Back,24,Stade Rennais FC,Ligue1,12000000.0,34.0,3.0,6.0,3.0,0.0,2611.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Mahamadou Nagida,Left-Back,20,Stade Rennais FC,Ligue1,6000000.0,18.0,0.0,0.0,2.0,0.0,691.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Przemyslaw Frankowski,Right-Back,31,Stade Rennais FC,Ligue1,7000000.0,19.0,1.0,2.0,5.0,0.0,1217.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Djaoui Cissé,Central Midfield,22,Stade Rennais FC,Ligue1,15000000.0,24.0,0.0,0.0,3.0,0.0,984.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Mahdi Camara,Central Midfield,27,Stade Rennais FC,Ligue1,10000000.0,33.0,3.0,2.0,4.0,1.0,2751.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Valentin Rongier,Central Midfield,31,Stade Rennais FC,Ligue1,9000000.0,31.0,2.0,5.0,6.0,0.0,2745.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Glen Kamara,Central Midfield,30,Stade Rennais FC,Ligue1,2500000.0,5.0,0.0,0.0,0.0,0.0,88.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Ludovic Blas,Right Midfield,28,Stade Rennais FC,Ligue1,10000000.0,33.0,5.0,5.0,2.0,0.0,1605.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Mousa Tamari,Right Winger,28,Stade Rennais FC,Ligue1,8000000.0,34.0,7.0,11.0,4.0,0.0,2336.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Arnaud Nordin,Right Winger,27,Stade Rennais FC,Ligue1,4000000.0,27.0,1.0,1.0,2.0,0.0,1284.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Elías Legendre Quiñónez,Right Winger,18,Stade Rennais FC,Ligue1,1500000.0,9.0,1.0,0.0,0.0,0.0,72.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Nordan Mukiele,Right Winger,20,Stade Rennais FC,Ligue1,1000000.0,7.0,1.0,0.0,0.0,0.0,79.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Estéban Lepaul,Centre-Forward,26,Stade Rennais FC,Ligue1,20000000.0,35.0,19.0,5.0,3.0,0.0,2708.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Breel Embolo,Centre-Forward,29,Stade Rennais FC,Ligue1,12000000.0,32.0,10.0,3.0,3.0,0.0,1975.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Yassir Zabiri,Centre-Forward,21,Stade Rennais FC,Ligue1,9000000.0,6.0,0.0,0.0,0.0,0.0,42.0,273,https://tmssl.akamaized.net/images/wappen/medium/273.png
Berke Özer,Goalkeeper,25,LOSC Lille,Ligue1,10000000.0,42.0,0.0,1.0,6.0,0.0,3765.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Arnaud Bodart,Goalkeeper,28,LOSC Lille,Ligue1,2000000.0,5.0,0.0,0.0,0.0,0.0,405.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Marc-Aurèle Caillard,Goalkeeper,32,LOSC Lille,Ligue1,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Nathan Ngoy,Centre-Back,22,LOSC Lille,Ligue1,20000000.0,36.0,3.0,2.0,11.0,1.0,2924.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Alexsandro,Centre-Back,26,LOSC Lille,Ligue1,18000000.0,10.0,0.0,0.0,0.0,1.0,627.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Chancel Mbemba,Centre-Back,31,LOSC Lille,Ligue1,2500000.0,21.0,0.0,1.0,3.0,0.0,1657.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Aïssa Mandi,Centre-Back,34,LOSC Lille,Ligue1,1000000.0,38.0,1.0,0.0,10.0,0.0,3098.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Rafael Fernandes,Centre-Back,23,LOSC Lille,Ligue1,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Ousmane Touré,Centre-Back,21,LOSC Lille,Ligue1,500000.0,1.0,0.0,0.0,0.0,0.0,52.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Romain Perraud,Left-Back,28,LOSC Lille,Ligue1,7000000.0,39.0,3.0,5.0,5.0,1.0,2871.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Calvin Verdonk,Left-Back,29,LOSC Lille,Ligue1,3000000.0,24.0,0.0,1.0,4.0,1.0,1199.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Tiago Santos,Right-Back,23,LOSC Lille,Ligue1,12000000.0,28.0,0.0,2.0,0.0,0.0,1368.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Thomas Meunier,Right-Back,34,LOSC Lille,Ligue1,1800000.0,34.0,2.0,3.0,3.0,0.0,2459.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Ngal'ayel Mukau,Defensive Midfield,21,LOSC Lille,Ligue1,12000000.0,40.0,2.0,0.0,4.0,0.0,2176.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Nabil Bentaleb,Defensive Midfield,31,LOSC Lille,Ligue1,5000000.0,35.0,2.0,2.0,3.0,0.0,1916.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Benjamin André,Defensive Midfield,35,LOSC Lille,Ligue1,4000000.0,35.0,4.0,3.0,10.0,0.0,2946.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Ayyoub Bouaddi,Central Midfield,18,LOSC Lille,Ligue1,50000000.0,40.0,0.0,1.0,8.0,2.0,3018.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Hákon Arnar Haraldsson,Attacking Midfield,23,LOSC Lille,Ligue1,22000000.0,44.0,9.0,7.0,8.0,0.0,3233.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
Osame Sahraoui,Left Winger,24,LOSC Lille,Ligue1,10000000.0,24.0,1.0,2.0,0.0,0.0,781.0,1082,https://tmssl.akamaized.net/images/wappen/medium/1082.png
